address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,voting_power,timestamp,author_ipfs_hash,reason
0x8D247f4Fbbe81429d3D164a5c9Ae0063210edBdC,,1,,,,,,,,,5.03163278647211,1689959002,bafkreifb5xz56edl6k5lyludy3dw7jenrt3tnpeirlfbdwpa4tee5xdaw4,""
0x1D10e181BafC269677D27A81d761C11FD3Cb91e1,,,,,,1,,1,,,0.7187083524135371,1689959021,bafkreieg6qoda6qt3w3sy3b4wt763lywfvg3nls6ut6fej2erboy7ssk4m,""
0xaaD1581F690631C8E0EE442d989F3E93920692De,,,,,,1,,,,,1.2293303740586394,1689959163,bafkreif52pusadursllw4ah6kf4hggvxnlqurcchtc27qj6hnbytnd2ti4,""
0x5F84b02e2E6B3D03C8CD8fad3Cab0fAbD221E550,,,,,,1,,,,1,10026.01069741962,1689959176,bafkreigi22romxxroprety533ynvuv7enajc4zgodzixb4ugu3ncoqt7q4,""
0x0680e8788548D1F6287F6084bA1C4DaBeB38eb84,,,,,,,1,,,,2.8441038347935863,1689959242,bafkreigrmiqgpxbxx7qqjxxvsf667uytkqztga7olpumb6wkoxp2dnaerm,""
0xA73064A00512aa5b6B9119cB4Eb3Fe3229269993,,1,,,,,,,,,5.032676928999143,1689959262,bafkreidp3u5sapw2lowja3saj2roymuzvc2t43oymgas6o23j6piskjckm,""
0xa7E98232fE17aE5509ef554d919e3A5eA7C77F3C,,,,,,,,,,1,26.56675217395128,1689959328,bafkreid2nsp5xvm5vyyma4vu6votw3nbiwyakyihdqh6w6xhamf5vw4f6a,""
0xC6E18DE9930a1B90F339e09c574a4123c3EAcE83,,1,,,,,,1,,,4.970320435281013,1689959402,bafkreihcf4ykh2dxvkgyzfaeod7s4tvkp47wqzztguhswsskzqcq37eeoq,""
0x1cB82ccbB3965E4df7C446B44c20F90B1c6CE9B2,,1,,,1,,1,,1,,4.971510417791461,1689959569,bafkreic4eu23ycdecoanw6oukvcyjtysnumomscfpgipcu2djtojjx477i,""
0xd98F10Ba79091eB4cf58baFEB6681A77EE30B385,,,,,,,5,,3,,1692.1905045662431,1689959624,bafkreifoedjxf2m4rj72ss6qignpgwdozgvs7dxudsb6cvplryyej4tqmy,""
0x034028BBBdA15Cb69146882f8c1B9Ee1bdb0C034,,,,,,,,1,,,86.79151843070755,1689959708,bafkreifv3jrl3r6dfacb37ivjehokzrlw7v635ysltbpb3wkh3h4j7tgo4,""
0x9Cf251A782cE7310D5bec0fe0a1C2B826d962545,,1,,,1,,,,1,1,4.972437188654965,1689959715,bafkreieshlyq3apvxfbt7hujdct3svix3aogrlswk5pezjczvggwa3vzw4,""
0xD77a670cf55d8b8f2791beb96aC47EEd2c413241,,,,,,1,,,,,19.69456944247975,1689959807,bafkreie54q4mxjac5pwdirtzt65yxp4nnqrdpjbiotduroafgpgcjfzb4u,""
0xa910F713F43DC61Dc0F200D0f7dd0e303Ee71022,1,3,1,100,100,100,100,100,100,100,1.065240953368599,1689959877,bafkreid3zg6uypuo2hp5ydpgxyorehmwrzk7topddqtlz6ykrgexkv2o2y,""
0xEB29596e0765097C07372ea19f544749C07c9b1E,,,,,,,,,9,,2.077003877811794,1689960124,bafkreidmm2otdra7hhvgcvhdltxp22mz6ltezatcuo4ms4iyfbw7sng5sq,""
0x384b6fd13408Fbd002047E2981B0eE3d18279E15,,1,,,,,,2,1,1,0.9898543064541547,1689960139,bafkreihkloxcioumhtlr24chofy756zfvzwgnoaibkgfq3sxrw4fo6pcb4,""
